,Text
5296,"RT @USAneedsTRUMP: @HillaryClinton 
pn6OKmGgid

Border Patrol warns Hillarys open borders will lead to terror attacks, NO THAN"
5297,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5298,@FoxNews @MSNBC @TrumpPence @HillaryClinton @seanhannity for god saick stop the BS tWwuq72qF
5299,@HerbinSF @HillaryClinton @Gregster56 Everyone loves to hate Hillary
5300,@HillaryClinton That right we love to hate Clinton's We hate your do as I say not as I do politics. No really we do hate you. Shameful witch
5301,"RT @1_Hoof_Hearted: @HillaryClinton: We must empathize with #America's enemies tynXgyP tClN

#ISIS #JVte"
5302,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5303,"RT @wesearchr: NEW BOUNTY: Show us the medical records, @HillaryClinton! @Cernovich is in for $100k! GO:  ."
5304,"RT @Reagan_Baby: Boom. Very few pp could or would ""lose"" $6B. But very few pp are as crooked as Hillary. Fools believe and liars lie  https"
5305,RT @SunKissdNerd: @HillaryClinton @POTUS This is what is called a leader! Know you all wouldn't know what that's like. Just sayin! https://
5306,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5307,@deray @POTUS @HillaryClinton Do #Blacklivesmatter only when Soros pays for riots? @Cernovich  
5308,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5309,RT @TrumpStudents: New endorsement for .@HillaryClinton 
5310,"@HillaryClinton You have insulted others, but what alarms me the most are the over 100+ people who have died under the ""Clinton Umbrella."""
5311,@C1TYofFL1NT @TacoBellYemen @realDonaldTrump @HillaryClinton YUCKY :(
5312,.@realdonaldtrump no concession speech from you would be as good as public HARI KARI when you lose in November to @hillaryclinton!
5313,RT @unoememes: Delete your account @HillaryClinton t7
5314,@JoyAnnReid @Lawrence  why does Trump assume all AAs poor. He needs to look around 
5315,"@HillaryClinton @realDonaldTrump @riotwomennn Mr. Trump I want You to Tell You, I have Bi-Racial Children of Almost Every Beautiful Race .."
5316,Madam non-President. Can I push I your stool for you? @MissLizzyNJ @hrtablaze @HillaryClinton
5317,@johnastoehr You are the man!Awesome series you've got going here. Should be picked up by media. @msnbc @maddow @JoyAnnReid @HillaryClinton
5318,"RT @seanhannity: .@newtgingrich: ""We haven't seen 10% of what we're going to learn in Sept. [about @HillaryClinton.] She's going to drown u"
5319,Once  &amp; @billclinton &amp; @HillaryClinton  got away w/ murder in #MENA Ar 
5320,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5321,RT @dovorah001: I don't feel sorry for this Obama supporting bastard. You dine w/the devil eventually you get burned. #KarmaIsABitch https:
5322,@HillaryClinton Hillary your track record has been against the LGB. people do not change over night bitch.
5323,"RT @WDFx2EU5: .@HillaryClinton trying to raise money off of tragedy, good one, Hillary sKH3iSb3C"
5324,"Imagine all the women in WH, hormones all synced ..... standing around the RED BUTTON under a sign reads 'we R GOD!' sd"
5325,"RT @TexasTribune: .@timkaine will be in Texas tomorrow, fundraising for @HillaryClinton hRO sfwT6Lp8"
5326,"RT @kneadlesst0say: 
ATTN:@HillaryClinton
ATTN: @billclinton 

  @SenSanders Walkin the Walk ht"
5327,"RT @THETXEMBASSY: We The People demand
@HillaryClinton  
#LockHerUp  

UnFitUnqualified
Dangerous 
#p2 https"
5328,RT @bfraser747: Huma Aberdin is @HillaryClinton 's long time assistant/ partner in crime with strong ties to the Muslim Brotherhood https:
5329,"RT @TeddyDavisCNN: .@HillaryClinton's campaign responds to Donald Trump asking African Americans: ""What the hell do you have to lose?"" http"
5330,"Both @realDonaldTrump &amp; @HillaryClinton scare me,but I'm voting for @DrJillStein because I agree with her.  #Jill2016"
5331,RT @1_Hoof_Hearted: #Benghazi hero @KrisParonto targets @HillaryClinton lies in new ad for Leading from the Front #Tanto #13hours 
5332,@MalyndaNyc @caddiwon @HillaryClinton  Ouch THAT Had to Hurt ..Nicely Said. Go Trump/ Pence
5333,"RT @FoxNews: .@newtgingrich on Obama administration &amp; @HillaryClinton: ""They've consistently chosen lying if that's what it takes to surviv"
5334,@HillaryClinton Hillary must pay her time for breacking our classified information laws she broke and hid. then lied to investagators
5335,@yankeerose70 @AJDelgado13 @HillaryClinton @billclinton Liberal SC for decades also if she wins and nevertrumpers have principles?
5336,RT @cecilrobphoto: @AJDelgado13 @HillaryClinton @billclinton she is a complete sociopath.
5337,"@HillaryClinton @realDonaldTrump ""Did Adnan do it?"""
5338,"RT @bfraser747:  GEORGE SOROS

This is an EVIL man. He funds BLM &amp; @HillaryClinton . They don't want to #MakeAmericaGreatAgain  https:/"
5339,"RT @TeddyDavisCNN: .@HillaryClinton's campaign responds to Donald Trump asking African Americans: ""What the hell do you have to lose?"" http"
5340,"RT @TeddyDavisCNN: .@HillaryClinton's campaign responds to Donald Trump asking African Americans: ""What the hell do you have to lose?"" http"
5341,RT @rachel_niemeyer: @AJDelgado13 @HillaryClinton @billclinton pathetic....she didn't even tweet herself -H
5342,@HillaryClinton you're such a cunt
5343,Former Romney official David Nierenberg endorses @HillaryClinton sJ1GhDX7
5344,"RT @1_Hoof_Hearted: @HillaryClinton

#hilLIARy strikes again

#ColinPowell #UnderTheBus?

Well ~ he called her on her crap!

#LockHerUp

ht"
5345,@KaraCalavera @genefoxjr @HillaryClinton @billclinton and Miss Karma kicking Ken Starr's butt on his birthday.
5346,@UncleSamsChild @HillaryClinton she already has the jump suit for prison 
5347,"RT @Tamaralynn212: -- @hillaryclinton You're not a Muslim Scholar, nor qualified to speak for Islam or radical Islam.. We're tired of your"
5348,RT @Trump2016News: .@HillaryClinton is not healthy enough to be President! Unhealthiest candidate ever. Enquirer says she weighs 289! https
5349,"RT @1_Hoof_Hearted: @HillaryClinton

#hilLIARy strikes again

#ColinPowell #UnderTheBus?

Well... he called her on her crap! "
5350,"RT @seanhannity: .@newtgingrich: ""We haven't seen 10% of what we're going to learn in Sept. [about @HillaryClinton.] She's going to drown u"
5351,"RT @bfraser747:  MILITARY 

It's disgraceful what Obama is doing to our military,  @HillaryClinton will make worse. 
#TrumpPence16 https:"
5352,"RT @1_Hoof_Hearted: @HillaryClinton

#hilLIARy strikes again

#ColinPowell #UnderTheBus?

Well ~ he called her on her crap!

#LockHerUp

ht"
5353,"It's completely understandable @realDonaldTrump asks #WheresHillary @HillaryClinton is so far ahead in polls, he's lost sight. #WayUpHere"
5354,RT @HerbinSF: Hey @CNN @POTUS and @HillaryClinton this is how we feel! Fuck you and fuck your establishment! This is a revolution! https://
5355,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5356,@notalemming @HillaryClinton @Modern_Templar @DrottM @DocThompsonShow @realDonaldTrump @timkaine @TheDemocrats @BreitbartNews and they will
5357,RT @Trump4U2: hahahahahillary! The Snitching Bitch! Amen! 
5358,"RT @seanhannity: .@HillaryClinton blames Colin Powell for her use of private Email, Powell fires back "
5359,@HillaryClinton you're done witch! Go too jail already
5360,"@HillaryClinton @realDonaldTrump Q10 sub-question: 
""Did Adnan do it?"""
5361,"RT @Maekoatootz1: Me2, not bcuz she's sick, she was worthless before she became sick, not qualified to lead or trusted with security https:"
5362,RT @DumbPeopleAsf: Okay now what? @HillaryClinton th8QhcDIWf
5363,@boycotkochbros @HillaryClinton @maddow @realDonaldTrump    Nope steve your correct.  There is no denying It.  Trump has no penis!
5364,"RT @TeddyDavisCNN: .@HillaryClinton's campaign responds to Donald Trump asking African Americans: ""What the hell do you have to lose?"" http"
5365,"@HillaryClinton rock a by baby,the liar she is,no one believes you,bot even our kids. 
#Rev21:8 We r with u Mr Trump hoL7P43NF"
5366,RT @bfraser747: Huma Aberdin is @HillaryClinton 's long time assistant/ partner in crime with strong ties to the Muslim Brotherhood https:
5367,"RT @politico: Ivanka Trump's brother-in-law, a ""lifelong Democrat,"" will be voting for @HillaryClinton  "
5368,"RT @bfraser747:  MILITARY 

It's disgraceful what Obama is doing to our military,  @HillaryClinton will make worse. 
#TrumpPence16 https:"
5369,"RT @1_Hoof_Hearted: @HillaryClinton: We must empathize with #America's enemies tynXgyP tClN

#ISIS #JVte"
5370,@AVeraIcon @RealJamesWoods @HillaryClinton @Vimeo That's a false fallacy as we live in a free country where our vote is beholden to no party
5371,@HillaryClinton you done. This Louisiana situation fucked you. The race is over. #NeverHillary #StillSanders #WeThePeople #BernieOrBust
5372,RT @FoxNews: Jewelers' shocking note to @IvankaTrump: Money from your purchase will go to @HillaryClinton  
5373,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5374,RT @HerbinSF: Hey @CNN @POTUS and @HillaryClinton this is how we feel! Fuck you and fuck your establishment! This is a revolution! https://
5375,@timkaine @HillaryClinton @ChildDefender  Her first job was to go after Bill's bimbos and make sure they did not ruin their power trip. Sad
5376,"@HillaryClinton @billclinton screw the card,he wants a trip on his jet full of hooters girls to Perv Island.@sooperdaven @peteyfern76"
5377,"RT @bfraser747:  MILITARY 

It's disgraceful what Obama is doing to our military,  @HillaryClinton will make worse. 
#TrumpPence16 https:"
5378,Jim Marrs @POTUS @HillaryClinton @realDonaldTrump @SenSanders @billclinton covered before the 1940's 1897 hmm... sK
5379,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5380,"@kusk1111 @ShaunTrickdYall @MarlonDMarshall @HillaryClinton Rosalie,ur probably here Illegally,that's why your fat ass is talking shit,huh?"
5381,@WanderinPoet @Snowden @wikileaks @HillaryClinton @drdrew You'll be sorely disappointed that she isn't ill.  #WWJD
5382,RT @RossDaniel7: While @HillaryClinton praised real racist and bigotry @realDonaldTrump was beloved by African America until he ran. https:
5383,RT @obamascrewingus: Happy birthday pervert @HillaryClinton @billclinton
5384,"@HillaryClinton @realDonaldTrump Q10: 

""Did Adnan do it?"""
5385,@HillaryClinton @realDonaldTrump @riotwomennn Try Empathy Sincere Empathy and if You do not think You can Stop Insulting People Dont Speak!
5386,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5387,Loved u in poltergeist! peV
5388,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5389,RT @1_Hoof_Hearted: #Benghazi hero @KrisParonto targets @HillaryClinton lies in new ad for Leading from the Front #Tanto #13hours 
5390,"RT @bfraser747:  MILITARY 

It's disgraceful what Obama is doing to our military,  @HillaryClinton will make worse. 
#TrumpPence16 https:"
5391,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5392,RT @bfraser747: Huma Aberdin is @HillaryClinton 's long time assistant/ partner in crime with strong ties to the Muslim Brotherhood https:
5393,@jrmadmen @thedstrivium @PatriotByGod @realDonaldTrump @HillaryClinton ... America turning 2 Trump POTUS. he's filling yrs of empty void !!
5394,RT @PurpleTexasPost: @hillaryclinton 1st Trump TV Ad cites on screen Center For Immigration Studies - founded by known racist John Tanton.
5395,"RT @1_Hoof_Hearted: @HillaryClinton: We must empathize with #America's enemies tynXgyP tClN

#ISIS #JVte"
5396,@TheEllenShow @billclinton @HillaryClinton lier lier your pants on fire  praiOFHZw
5397,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5398,"RT @1_Hoof_Hearted: @HillaryClinton

#hilLIARy strikes again

#ColinPowell #UnderTheBus?

Well... he called her on her crap! "
5399,"RT @1_Hoof_Hearted: @HillaryClinton

#hilLIARy strikes again

#ColinPowell #UnderTheBus?

Well ~ he called her on her crap!

#LockHerUp

ht"
5400,"RT @bfraser747:  MILITARY 

It's disgraceful what Obama is doing to our military,  @HillaryClinton will make worse. 
#TrumpPence16 https:"
5401,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5402,He told me to do it therefore can't be @HillaryClinton fault. She can't think or research 4 herself. Unfit 4 POTUS p4
5403,"RT @bfraser747:  GEORGE SOROS

This is an EVIL man. He funds BLM &amp; @HillaryClinton . They don't want to #MakeAmericaGreatAgain  https:/"
5404,"RT @Lee_in_Iowa: This is BRILLIANT! 
Every one is a direct hit on our failing ""news"" media. 
And #doublestandard #sexism pB"
5405,"@HillaryClinton @realDonaldTrump Q10:

""Is Stephen Avery guilty?"""
5406,RT @CheriJacobus: didn't I just read that bilionalre Mercer family is bankrolling Bannon &amp; Trump? 
5407,RT @TrumpStudents: New endorsement for .@HillaryClinton 
5408,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp
5409,RT @bfraser747: Huma Aberdin is @HillaryClinton 's long time assistant/ partner in crime with strong ties to the Muslim Brotherhood https:
5410,Ryan Lochte lies and the US  freaks out. @HillaryClinton lies and we allow her to run for President. #Hypocrisy #thiscountryisajoke
5411,@Zanting @patrioticpepe @realDonaldTrump @HillaryClinton @AnnCoulter Yeah and we need to send all of you racist people back to europe
5412,@amloeb definitely united through 11/8!!! @HillaryClinton
5413,RT @ShaunTrickdYall: @MarlonDMarshall @HillaryClinton Hillary outraged by someone being truthful. Why doesnt Trump lie to black people for
5414,RT @Zanting: #BREAKING: #CrookedHillary supporter followed by @HillaryClinton advocates for beheading and killing of @AnnCoulter. 
5415,"RT @eddie1971nyc: .@HillaryClinton says: if the people in The Middle East are not sure what a democracy means,let them look to Israel http"
